genes,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,"inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part",lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,"cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part",CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,subiculum,subiculum,subiculum,subiculum,subiculum,subiculum,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,putamen,putamen,putamen,putamen,putamen,putamen,habenular nuclei,habenular nuclei,habenular nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla
SLC6A4,-0.3805,-0.4561,-0.3548,-0.1412,-0.3847,-0.4263,0.3846,-0.3905,-0.2617,-0.2706,-0.4192,-0.3869,0.0248,-0.4041,-0.4270,-0.3143,-0.4430,-0.3416,-0.4246,-0.3948,-0.3793,-0.3062,-0.4387,-0.3253,-0.5559,-0.3656,-0.3634,-0.2789,-0.4333,-0.4713,-0.2476,-0.3995,-0.1743,-0.3806,-0.3598,-0.3811,-0.1710,-0.4208,-0.3181,-0.2897,-0.5682,-0.0851,-0.2942,-0.3322,0.2343,0.0780,-0.3704,0.0333,-0.3172,-0.2829,-0.2909,-0.3037,0.6656,-0.3025,-0.3273,-0.2209,-0.4274,-0.4853,-0.0941,0.0378,-0.3086,-0.2964,-0.2804,-0.3645,-0.3333,-0.3787,-0.4229,-0.1373,-0.4929,-0.3678,-0.2611,-0.3672,-0.2481,-0.3889,-0.3737,-0.4049,-0.1995,-0.2292,0.3698,-0.2248,-0.4308,-0.3409,-0.1999,-0.1405,-0.3898,-0.2831,-0.2647,-0.3302,-0.2920,-0.2877,-0.0751,-0.3288,-0.3765,-0.3480,-0.3600,-0.3529,-0.2787,-0.3457,-0.4784,-0.4408,-0.3728,-0.4222,-0.1737,-0.2516,-0.0860,-0.3292,-0.0050,-0.0410,-0.3102,-0.4658,-0.4064,-0.3880,0.0494,0.1146,-0.2298,-0.3511,-0.3498,-0.2232,-0.1135,-0.1258,-0.5278,-0.0542,-0.4731,-0.2901,-0.3295,0.0255,-0.2194,-0.1700,-0.1192,-0.3782,-0.1569,0.0296,0.2154,-0.0563,-0.4426,-0.4473,-0.4632,-0.0163,-0.1787,-0.2786,-0.4214,-0.3576,-0.3400,-0.4698,-0.4096,-0.4071,-0.2025,-0.4192,-0.3373,-0.2897,-0.4267,-0.3062,-0.2805,-0.4738,-0.2040,-0.2775,-0.2162,-0.1018,-0.3620,-0.4645,-0.2721,-0.0119,-0.3376,-0.4551,-0.4180,-0.4744,-0.2358,-0.3531,-0.3317,-0.4026,-0.5695,0.2215,-0.4996,60.995,65.920,61.345,66.433,59.366,45.066,29.610,44.845,34.397,27.321,45.807,49.967,80.970,47.887,55.844,49.040
SLC6A4,-0.3450,-0.4436,-0.3688,-0.2585,-0.2561,-0.4612,-0.4321,-0.3655,-0.2438,-0.3920,-0.3873,-0.4618,0.0670,-0.3810,-0.4244,-0.5120,-0.3806,-0.3562,-0.4787,-0.3506,-0.3980,-0.4324,-0.4143,-0.4331,-0.6876,-0.3349,-0.3748,-0.4976,-0.4137,-0.4621,-0.2623,-0.4231,-0.2502,-0.5125,-0.3890,-0.4925,-0.1053,-0.4100,-0.3114,-0.4070,-0.5814,-0.1775,-0.2780,-0.1365,-0.2356,-0.3296,-0.4346,-0.0641,-0.2861,-0.3066,-0.3913,-0.2656,-0.4954,-0.2818,-0.1068,-0.3703,-0.3951,-0.5105,-0.0452,-0.3639,-0.3083,-0.2402,-0.3275,-0.2200,-0.4136,-0.3435,-0.4389,-0.5803,-0.4772,-0.3172,-0.2874,-0.3486,-0.2686,-0.4456,-0.0774,-0.4648,-0.1447,0.2478,-0.2386,-0.3301,-0.4332,-0.2985,-0.2309,0.2161,-0.3616,-0.1983,-0.4190,-0.2887,-0.3405,-0.2310,-0.2525,-0.4169,-0.4497,-0.2695,-0.3666,-0.3207,-0.2442,-0.4359,-0.4787,-0.4282,-0.4019,-0.4225,-0.1676,0.1031,-0.0398,-0.2017,-0.5483,-0.0156,-0.2777,-0.1271,-0.4270,-0.3742,-0.0226,0.1339,-0.2571,0.2137,-0.3657,-0.1134,-0.0682,-0.0760,-0.5915,-0.1368,-0.4659,-0.2800,-0.3641,0.0505,-0.2285,-0.5073,-0.1592,-0.4441,-0.2318,0.0234,-0.2513,0.2245,-0.4865,-0.4943,-0.3537,0.0035,-0.2350,-0.0167,-0.2955,-0.2903,-0.3482,-0.4614,-0.4230,0.0941,-0.3486,-0.4048,-0.0502,-0.2786,-0.4449,-0.4750,-0.2448,-0.4786,-0.1932,-0.3108,-0.1760,-0.0645,-0.3186,-0.4931,-0.2096,0.0275,-0.3382,-0.1218,-0.3899,-0.1908,-0.2368,0.0332,-0.3335,0.1424,-0.5961,0.2598,10.042,62.272,67.155,61.478,67.918,58.279,44.777,30.707,45.868,33.522,25.020,46.940,49.811,81.995,48.408,56.620,46.710
SLC6A4,-0.4351,-0.4597,0.2743,-0.0199,-0.3776,-0.3834,-0.4255,0.7582,-0.3379,-0.1087,-0.3208,0.0801,-0.0564,-0.4439,-0.3716,0.1043,-0.4795,0.8168,-0.5223,-0.4241,-0.0752,-0.2655,-0.4589,-0.4534,-0.7268,-0.3873,-0.1354,-0.0716,-0.3036,-0.3222,0.2065,-0.2518,-0.2119,-0.3754,-0.2457,-0.4403,-0.1729,0.0262,-0.2646,-0.1278,-0.5827,-0.3210,-0.4547,-0.3448,0.0091,-0.3538,-0.3756,0.0119,-0.1256,-0.2691,-0.1176,-0.2753,-0.4738,-0.5280,-0.2851,-0.1994,-0.4764,-0.4983,-0.2875,-0.1446,-0.2782,-0.0822,-0.3119,-0.4960,-0.6258,-0.3452,-0.5385,-0.3529,-0.4809,-0.2765,-0.4897,-0.3393,-0.2775,-0.3036,0.3733,0.3635,-0.6338,0.0598,-0.3708,-0.2963,-0.2250,0.2493,-0.5731,-0.3687,-0.3515,-0.3028,-0.4561,0.0765,0.1857,-0.5278,-0.2301,-0.3434,-0.2884,0.2335,13.277,-0.4463,0.1491,-0.4519,-0.6120,-0.1423,11.003,-0.5018,-0.2398,0.4966,13.578,0.0815,-0.5824,14.787,-0.3137,-0.3737,-0.4285,-0.4117,12.338,0.2757,-0.3306,-0.5262,-0.2030,-0.5392,-0.3808,-0.2042,-0.6038,0.0366,-0.4534,-0.4479,-0.6221,-0.0861,-0.2717,-0.2653,-0.3010,0.5050,-0.5327,-0.1080,-0.3566,0.5101,-0.4942,0.4119,0.9134,0.9302,-0.4409,-0.3019,-0.4833,-0.4393,0.0670,-0.5156,-0.0424,0.1219,-0.3113,0.0818,-0.5478,0.1117,-0.4340,-0.3216,-0.3068,-0.0018,-0.5776,-0.4423,-0.1989,-0.4486,-0.3786,-0.5596,-0.2216,0.4725,-0.3157,-0.4885,-0.4991,-0.2882,-0.2219,0.3115,-0.1058,-0.4950,-0.6672,0.3489,-0.5533,67.514,72.850,67.643,70.414,61.472,43.023,25.487,40.519,32.544,25.899,41.605,52.255,62.132,47.596,59.719,55.084
SLC6A4,-0.4582,-0.4860,-0.3129,-0.0977,-0.1613,-0.3350,-0.7793,-0.0729,-0.1425,-0.2316,-0.3026,-0.5972,0.2966,-0.2229,-0.4041,-0.4841,-0.4284,-0.5229,-0.6868,-0.3755,-0.2955,-0.2141,-0.4090,-0.6109,-12.105,-0.2786,-0.2763,-0.3473,-0.4956,-0.3503,-0.3095,-0.4885,-0.1088,-0.3443,-0.2983,-0.3848,-0.2102,-0.4271,-0.2525,-0.2372,-0.7259,-0.7737,-0.1145,-0.2229,-0.0024,-0.3344,-0.3725,0.0674,-0.3049,-0.2154,-0.2106,-0.2538,0.0223,-0.2901,-0.3296,-0.1512,-0.2757,-0.3685,0.0872,-0.3439,-0.2348,-0.3651,-0.3197,-0.5717,-0.4403,-0.3057,-0.4587,-0.4584,-0.5398,-0.2718,-0.2481,-0.3361,-0.1695,-0.3138,-0.2090,-0.5110,0.0101,-0.1097,-0.1101,-0.1942,-0.3242,-0.3804,-0.0654,-0.2424,-0.3139,0.1168,-0.3555,-0.3146,-0.3574,-0.3577,-0.2007,0.7252,-0.4509,-0.4407,-0.1371,-0.3239,-0.1556,-0.2493,-0.5503,-0.4675,-0.3879,-0.0583,0.0297,-0.0653,0.2306,-0.4441,-0.2968,0.1785,-0.1470,-0.3219,-0.3172,-0.1962,0.4197,0.4406,-0.0873,-0.3225,-0.2313,0.0399,0.0769,-0.0504,-0.6999,0.2520,-0.4206,-0.2800,-0.3169,0.2703,-0.1502,-0.2741,0.0211,0.1656,0.0755,0.3031,-0.1682,0.7267,-0.2953,-0.2929,-0.6935,0.2834,-0.0315,-0.0209,-0.3622,-0.3871,-0.4106,-0.3274,-0.4365,-0.4469,-0.2773,-0.5088,-0.4243,-0.1190,-0.4036,-0.4048,-0.0371,-0.5027,-0.1934,-0.2475,-0.0752,-0.1150,-0.1324,-0.4555,-0.0943,0.2762,-0.3033,0.1946,-0.2982,-0.5610,0.0763,-0.2996,-0.2880,-0.0915,-0.7456,0.8693,-0.4207,79.108,78.909,65.826,80.467,74.712,53.861,20.175,48.777,16.505,17.710,51.248,49.698,69.801,52.247,61.918,47.397
SLC6A4,-0.6508,-0.7367,-0.8118,-0.4638,-0.3983,-10.066,-0.5528,-0.0602,-0.7732,0.3203,-0.4829,-0.4788,0.8146,-0.9843,-0.1729,-0.2865,-0.3305,-0.6203,-0.1351,0.1570,-0.5828,-0.2737,-0.5724,-0.8773,-0.2141,-0.5582,0.0689,-0.2813,-0.3342,-0.7580,-0.4293,-0.0491,-0.4441,-0.4548,-0.4566,-0.8336,-0.0457,-0.1998,-0.1394,-0.3375,-0.8188,-11.699,-0.7374,-0.6862,0.3648,-0.4513,-0.9355,0.1973,-0.1593,-0.5263,-0.4758,-0.0547,-11.139,-0.0047,-0.7051,0.6948,-0.4029,-0.2777,-0.2858,-0.4178,-0.6460,0.5186,-0.0084,-0.1967,-0.7001,-0.3782,-0.6138,0.1588,-0.4848,-0.7328,-0.4385,-0.4153,-0.5758,-0.3623,-0.6604,0.5329,-0.3496,0.4286,0.3965,-0.1556,-0.1438,0.0157,0.1058,-0.5645,0.1137,0.0285,10.960,0.5469,-0.4572,-0.7166,0.3105,0.4472,-0.3816,0.0260,14.259,-0.5347,-0.3701,-0.6756,-0.6630,0.2391,-0.2904,-0.0855,-0.0192,-0.3134,-0.3469,-0.6572,-10.057,-0.6722,13.205,-0.7902,-0.5109,0.4413,0.2406,-0.3242,-0.5705,0.0508,-0.0137,0.7994,-0.8205,0.1114,0.2178,0.9005,-0.7033,0.6312,-0.7445,0.8883,0.7951,10.083,0.7024,0.1258,-0.9918,0.8952,0.4879,0.1371,-0.6062,-0.0991,0.6974,-0.0804,-0.4129,-0.2037,-0.6846,-0.4990,-0.5561,-0.5160,-0.5237,-0.4276,-0.5622,-0.4834,-0.2820,-0.7108,-0.9698,-0.4779,-0.4088,0.1626,-0.7355,-0.2461,-0.0992,0.2325,-0.6214,-10.063,-0.7278,0.2575,0.0879,0.0572,-0.4737,-0.8108,-0.2791,-0.2443,-0.3222,-0.7720,-0.8697,-0.2127,-10.048,57.752,62.044,64.325,66.321,64.776,37.011,18.673,41.042,26.135,21.346,37.984,42.887,65.379,46.972,53.465,45.788
SLC6A4,-0.4418,-0.4387,-0.3955,-0.2745,-0.3377,-0.3909,-0.5328,-0.3575,-0.2602,-0.4028,-0.3939,0.8136,0.0640,-0.3765,-0.4557,-0.5287,-0.4897,-0.4644,-0.5355,-0.4120,-0.3626,-0.3434,-0.4067,-0.5675,-0.7905,-0.3092,-0.3138,-0.3597,-0.4357,-0.4861,-0.1930,-0.4038,-0.2772,-0.2282,-0.4088,-0.5182,-0.0256,-0.4246,-0.3130,-0.3619,-0.5556,-0.6100,-0.2452,-0.3181,-0.3538,-0.3495,-0.4751,-0.1038,-0.3314,-0.2541,-0.3907,-0.2665,-0.5555,-0.3347,-0.3745,-0.3156,-0.3229,-0.5436,-0.0056,-0.3393,-0.1971,-0.3737,-0.3271,-0.4984,-0.2610,-0.3461,-0.0783,0.2420,-0.4537,-0.4221,-0.2882,-0.3612,-0.3125,-0.3945,-0.3469,-0.4910,-0.2463,-0.2073,-0.2033,-0.0305,-0.3244,-0.3829,-0.1714,-0.3131,-0.3874,-0.1396,-0.3869,-0.3635,-0.3430,-0.3564,-0.3333,-0.2522,-0.4188,-0.5022,-0.2075,-0.3594,-0.3289,-0.3883,-0.4786,-0.4036,-0.3099,-0.1691,-0.2226,-0.0563,-0.1085,-0.4138,-0.3297,-0.0539,-0.2192,0.4437,-0.3745,-0.3463,-0.0263,0.0442,-0.3264,-0.3195,-0.3367,-0.3504,0.0573,-0.2340,-0.6368,-0.0963,-0.4027,-0.2804,-0.2221,-0.0511,-0.2814,0.3315,-0.1393,-0.4036,-0.0505,-0.0097,-0.2034,-0.3997,-0.4189,-0.4663,-0.1764,0.0122,-0.3118,-0.2750,-0.3525,-0.3932,-0.2544,-0.3921,-0.4793,-0.1457,-0.3063,-0.4504,-0.2698,-0.2751,-0.4698,-0.4004,0.1653,-0.4646,-0.3329,-0.3215,-0.1946,-0.3411,-0.2671,-0.4618,-0.1740,-0.0330,-0.3832,-0.4958,-0.3200,-0.2979,-0.0989,-0.3387,-0.2321,-0.4067,-0.5777,0.5245,-0.4144,60.236,57.759,55.019,62.358,59.051,46.109,31.061,44.803,33.392,27.775,47.751,45.847,82.756,47.136,53.023,42.308
SLC6A4,-0.5057,-0.3588,-0.3373,-0.2192,-0.4006,-0.4494,-0.1892,0.0932,-0.4056,-0.2416,-0.4111,-0.2842,0.0859,-0.2281,-0.4648,-0.3920,-0.2043,-0.4301,-0.2805,-0.4124,-0.4087,-0.3118,-0.0023,-0.4395,-0.6820,-0.3592,-0.3479,-0.3889,-0.2746,0.2971,-0.2033,-0.3034,-0.3102,-0.3908,-0.2727,-0.5037,0.7788,-0.3241,-0.2824,-0.3281,-0.5987,-0.6257,-0.4458,-0.3819,-0.3178,-0.3431,-0.1503,-0.0727,-0.3004,-0.3517,-0.2971,-0.1461,-0.5518,-0.5264,15.655,-0.2051,-0.4812,-0.5434,-0.1783,-0.2153,-0.3567,-0.3432,-0.2637,-0.5281,-0.5035,-0.2997,-0.5127,-0.3679,-0.3993,-0.3917,-0.3678,-0.2776,-0.3690,0.3870,0.2879,0.7066,-0.6171,-0.2115,-0.4025,-0.3804,-0.6479,0.4338,-0.5329,-0.3035,-0.3706,-0.3018,-0.5470,0.1780,-0.5393,-0.3817,-0.2822,-0.4587,-0.4022,0.3585,-0.0619,-0.3710,-0.1966,-0.5102,-0.6305,0.3597,-0.6465,-0.2418,-0.3636,-0.5269,-0.3333,-0.3441,-0.6766,-0.1909,-0.3570,-0.5084,-0.3136,-0.3161,-0.3505,-0.1324,-0.5149,-0.4669,-0.1200,-0.5381,-0.4344,-0.3215,-0.6263,-0.0953,-0.5619,-0.5986,-0.5554,-0.3092,-0.3442,-0.4177,-0.3519,0.4334,-0.5924,-0.2344,-0.4099,0.3134,-0.0097,0.0823,-0.1054,-0.1892,-0.5108,-0.3714,-0.4659,-0.5097,0.2069,-0.4974,-0.4137,-0.4403,-0.3696,0.2875,-0.0963,-0.3512,-0.4736,13.138,-0.3074,0.1685,-0.2764,-0.4626,-0.3066,-0.4834,0.1248,-0.5536,0.2653,-0.0298,-0.2731,-0.5890,-0.3537,-0.3438,0.1801,-0.3229,-0.3445,-0.4287,-0.7495,0.4182,-0.2427,54.341,56.215,52.914,56.827,54.813,42.343,30.920,41.740,31.062,28.193,42.706,44.932,69.971,44.044,48.825,41.208
SLC6A4,-0.3316,-0.4350,-0.4082,-0.1898,-0.3787,0.4943,0.4069,-0.4020,-0.3218,-0.2935,-0.3936,-0.4472,-0.0611,-0.3989,-0.4273,-0.4470,-0.4449,-0.4157,-0.4060,-0.3877,-0.3504,-0.3007,-0.4134,-0.4572,-0.6547,-0.0482,-0.4312,-0.3795,-0.4308,-0.4831,-0.3321,-0.4346,-0.2532,-0.3750,-0.4029,-0.4910,-0.2169,-0.4592,-0.3676,-0.3258,-0.5858,-0.5118,-0.2765,-0.1968,-0.3046,-0.4010,-0.4859,-0.1945,-0.3861,-0.3330,-0.3036,-0.3071,-0.5112,-0.2724,-0.3158,-0.2309,-0.4143,-0.4887,-0.0774,-0.3831,-0.3378,-0.3454,-0.3819,-0.4903,-0.3877,-0.3670,-0.4407,-0.4633,-0.4770,-0.3673,-0.2943,-0.3978,-0.3060,-0.3838,-0.3788,-0.4573,-0.1900,-0.2642,-0.2781,-0.2254,-0.4379,-0.3649,-0.2244,-0.3569,-0.3814,-0.2889,-0.3576,-0.2834,-0.2296,-0.3710,-0.3234,-0.3302,-0.3912,-0.4096,-0.1797,-0.3520,-0.3100,-0.3349,-0.5174,-0.4155,-0.3151,-0.4061,-0.1432,-0.3492,-0.1474,-0.4117,-0.2273,-0.0895,-0.3764,-0.4342,-0.3578,-0.3709,0.2895,-0.0037,-0.1970,-0.2613,-0.3090,-0.4160,-0.1617,-0.2125,-0.5382,-0.1050,-0.4718,-0.4179,-0.3698,-0.0633,-0.1676,-0.4087,-0.0806,-0.4409,-0.1040,-0.0296,-0.3212,-0.3849,-0.4297,-0.4532,-0.4678,-0.1015,-0.1186,-0.2652,-0.4553,-0.3733,-0.3187,-0.4650,-0.4608,-0.3034,-0.4046,-0.4498,-0.3627,-0.3108,-0.3868,-0.3842,-0.2824,-0.4731,-0.3584,-0.3719,-0.2414,-0.2424,-0.4438,-0.4417,-0.2894,-0.0906,-0.3025,-0.1776,-0.3963,-0.4614,-0.1912,-0.3555,-0.3659,-0.3165,-0.6182,0.3040,-0.4504,52.690,53.924,53.774,59.253,53.600,41.097,31.151,41.978,34.748,29.054,40.634,44.251,72.885,44.747,51.960,43.814
SLC6A4,-0.4606,0.0537,-0.5135,-0.3391,-0.3550,-0.3645,-0.1040,-0.1126,-0.5299,-0.4077,0.0393,-0.2237,-0.2940,-0.1532,-0.5774,0.1891,-0.4822,-0.5035,-0.5735,-0.2556,0.2318,-0.4003,-0.1581,-0.4587,-0.8628,-0.4892,-0.2808,-0.0875,-0.2493,-0.3719,-0.5129,-0.2107,-0.4241,-0.3404,-0.4250,-0.4851,-0.1716,-0.1405,-0.2200,-0.3053,-0.4157,-0.3989,-0.5836,-0.4122,-0.1533,-0.3843,-0.2380,-0.3080,-0.3105,-0.3977,-0.2943,-0.1518,-0.3958,-0.5960,-0.5049,-0.3162,-0.3236,-0.3916,-0.3880,-0.5732,-0.3467,-0.3441,-0.2591,-0.2710,-0.3287,-0.4841,-0.6560,-0.1411,-0.1741,-0.2875,-0.5837,-0.3482,-0.4461,-0.2916,-0.4162,0.1514,-0.0635,-0.2530,-0.4329,-0.3213,-0.5521,0.9044,0.1618,-0.3122,-0.3284,-0.0784,-0.4767,-0.2551,0.2492,-0.3059,-0.3476,-0.5416,-0.4861,-0.0262,0.5734,-0.6472,-0.2108,-0.5015,-0.4606,-0.2389,-0.1114,-0.3752,-0.2611,-0.4641,-0.3292,-0.4256,-0.5546,-0.3603,-0.5485,-0.6687,-0.4039,-0.5922,0.9317,-0.0761,-0.4529,-0.4538,-0.2874,-0.5022,-0.5349,0.5197,-0.1016,-0.3483,-0.5586,-0.6368,-0.3976,-0.2053,-0.3103,-0.3164,-0.2718,-0.0335,-0.5254,-0.3597,-0.5231,0.0253,-0.5018,-0.5931,-0.6443,-0.4222,-0.4229,-0.4940,-0.5737,-0.3952,-0.6469,-0.1013,-0.3695,-0.4266,-0.3768,-0.0752,0.2783,-0.3315,-0.5475,-0.3160,-0.4688,-0.2768,0.3438,-0.0935,-0.3946,-0.0442,-0.5399,-0.4937,-0.4081,0.1065,-0.4864,-0.4227,-0.3805,-0.4247,0.4801,-0.3567,-0.2355,-0.3098,-0.6314,0.1449,-0.7079,47.888,52.114,50.540,54.327,49.960,38.997,31.342,39.853,32.849,28.388,39.584,43.765,63.477,41.771,47.892,41.107
SST,0.6843,0.6105,0.4160,0.5686,0.7521,0.7126,0.5987,0.6823,0.5434,0.6000,0.7093,0.7003,0.4686,0.4493,0.3343,0.7213,0.7251,0.5859,0.3717,0.4669,0.3471,0.5629,0.7265,0.6775,0.4187,0.4988,0.3549,0.4980,0.8047,0.6732,0.5191,0.6346,0.4984,0.5468,0.7175,0.6153,0.2393,0.4190,0.3513,0.4855,0.8444,0.9656,0.4916,0.4442,0.5655,0.7561,0.6695,0.2915,0.3753,0.3660,0.4555,0.8084,0.7140,0.6687,0.5576,0.6728,0.6562,0.7261,0.5016,0.6592,0.4615,0.6617,0.8467,0.7316,0.4770,0.7722,0.5180,0.6663,0.7940,0.7608,0.6204,0.7564,0.5278,0.6505,0.4809,0.5229,0.2922,0.4372,0.3120,0.3862,0.3329,0.3533,0.0699,0.6872,0.2974,0.3048,0.3670,0.5673,0.3043,0.6215,0.2858,0.1568,10.292,0.7764,0.7052,12.186,0.6948,0.8066,0.7220,0.5796,0.4427,0.5382,0.6041,0.5348,0.9125,0.8644,0.5375,0.4321,0.7680,0.6185,0.9828,0.9499,0.1131,0.3268,0.6910,0.9147,13.187,11.924,0.3366,0.4852,0.8262,10.710,10.849,13.197,18.671,13.949,13.765,17.399,11.893,11.777,0.9320,0.9237,0.7379,0.9252,0.9349,0.6681,0.7519,0.2484,0.4521,0.7687,0.4221,0.5777,0.4723,0.4468,0.6167,0.5577,0.3849,0.5517,0.4809,0.4167,0.5355,0.6789,0.4318,0.5876,0.7647,0.5879,0.7038,0.7232,0.6770,0.8520,0.7250,0.4940,0.8457,10.239,0.4894,0.5831,0.6485,0.5180,0.6598,0.6901,-0.8516,-11.480,-14.058,0.8942,0.7767,0.6367,0.7728,11.829,0.3942,0.7221,0.8724,0.9463,0.8024,0.6493,0.3711,0.6627,-0.0402,0.5115,0.4984
SST,-0.1232,-0.0103,-0.0839,-0.5449,0.1802,0.4048,0.4807,0.3292,0.1377,-0.2963,0.2269,0.3937,0.2213,-0.2230,-0.0075,0.2907,0.3590,0.2383,0.1705,-0.1744,-0.2596,-0.3584,0.1702,0.3148,0.4139,-0.0548,-0.2477,-0.4335,0.2966,0.3474,0.4076,0.1683,-0.0120,-0.3914,0.1428,0.2639,-0.1479,-0.4022,-0.2034,-0.5508,0.6732,0.7645,-0.3322,-0.0341,-0.6213,0.2538,0.3665,-0.0252,-0.4563,-0.2171,-0.4856,0.1687,0.4664,0.1567,-0.0877,0.0183,-0.0672,0.4883,0.2798,0.2053,0.0501,-0.0969,0.4286,0.5517,0.3751,0.3583,0.0781,0.0036,0.4366,0.6312,0.6061,0.4486,0.0357,0.1207,-0.7490,-0.2024,-0.8418,-0.4218,-0.5633,-13.050,-0.9219,-0.2796,-12.831,0.2667,-0.4571,-13.101,-0.2503,0.1159,-0.9880,0.2157,-0.5243,-14.387,0.7332,0.5773,-0.3693,14.949,0.5192,0.2381,-0.7822,-0.0761,-0.3368,-0.1829,-0.0793,-0.6640,-0.3858,0.7309,-0.5207,-0.3965,0.4115,-0.1105,-0.1289,0.8410,-12.038,-0.9394,0.4222,0.6413,0.6514,13.021,-0.7885,-0.6939,0.8523,0.7910,-0.1168,14.161,26.959,15.186,22.279,31.775,0.2419,13.475,0.5487,0.5048,0.5483,0.8007,-0.1968,0.1841,-0.1142,-10.294,0.3030,0.0847,0.1435,0.3682,-0.0848,-0.0054,0.6869,-0.0319,-0.3153,0.2560,0.6568,-0.1500,0.3590,0.1028,-0.4711,0.2958,0.2430,0.3024,0.6212,0.4448,0.1853,0.5649,0.9217,-0.2953,0.9485,13.193,-0.2891,0.3154,0.0569,-0.0075,0.4793,0.0814,0.4046,0.4250,0.6323,10.554,0.7133,10.763,0.8855,18.335,14.630,0.6253,12.288,14.487,0.7952,13.423,12.718,10.290,11.504,0.6049,0.6432
