genes,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,anterior orbital gyrus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,gyrus rectus,"inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, orbital part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part","inferior frontal gyrus, triangular part",lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,lateral orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,medial orbital gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,middle frontal gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,posterior orbital gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior frontal gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,superior rostral gyrus,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,long insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,short insular gyri,"cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part","cingulate gyrus, frontal part",CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA1 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA2 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA3 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,CA4 field,subiculum,subiculum,subiculum,subiculum,subiculum,subiculum,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,amygdalohippocampal transition zone,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basolateral nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,basomedial nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,central nucleus,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,cortico-medial group,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,lateral nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,body of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,head of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,tail of the caudate nucleus,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,nucleus accumbens,putamen,putamen,putamen,putamen,putamen,putamen,habenular nuclei,habenular nuclei,habenular nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,midbrain raphe nuclei,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,pontine raphe nucleus,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla,raphe nuclei of medulla
SST,0.6778,0.5464,0.4519,0.5646,0.7330,0.6989,0.5588,0.6342,0.5671,0.6331,0.7509,0.6940,0.4328,0.4637,0.3768,0.7993,0.7358,0.5437,0.3516,0.4381,0.3810,0.5753,0.7090,0.6496,0.4796,0.4646,0.3989,0.5226,0.7820,0.6583,0.4834,0.6067,0.5092,0.5719,0.6913,0.6349,0.2245,0.4025,0.3973,0.5116,0.8395,0.8909,0.4496,0.4666,0.5727,0.7359,0.7151,0.2974,0.3799,0.4046,0.5008,0.7742,0.7322,0.6836,0.5857,0.6805,0.6349,0.7211,0.5327,0.6850,0.4874,0.6693,0.8401,0.7641,0.4573,0.7616,0.5607,0.6877,0.7756,0.7649,0.6212,0.7260,0.5505,0.6719,0.5166,0.5612,0.3363,0.4302,0.3114,0.3691,0.3382,0.3768,0.1790,0.6669,0.3365,0.3637,0.3763,0.6179,0.4319,0.6265,0.3033,0.1752,0.9008,0.7787,0.8227,11.684,0.6518,0.7977,0.6550,0.5668,0.4004,0.4473,0.6074,0.4820,0.7552,0.8794,0.4094,0.5112,0.6826,0.6253,0.8827,0.8809,0.2683,0.3596,0.6833,0.8319,0.8652,10.656,0.2849,0.5001,0.8557,0.9678,0.8034,11.109,16.931,11.930,11.500,14.890,0.9737,10.488,0.8087,0.9336,0.6585,0.8927,0.8995,0.7224,0.8759,0.3275,0.4510,0.7954,0.4969,0.6039,0.4759,0.4603,0.6119,0.5434,0.4786,0.5818,0.5101,0.4574,0.5694,0.6814,0.3413,0.5613,0.7099,0.5470,0.6259,0.7586,0.7090,0.9484,0.6816,0.5060,0.8277,0.9516,0.5678,0.5981,0.6620,0.5181,0.6524,0.6866,-0.7876,-15.622,-12.301,0.8348,0.7092,0.6796,0.7590,11.307,0.4712,0.7009,0.8454,0.8909,0.7872,0.6313,0.3998,0.6972,-0.0057,0.4830,0.4912
SST,0.6377,0.5726,0.4435,0.5761,0.6768,0.6704,0.5286,0.6784,0.5600,0.6133,0.6894,0.6481,0.4110,0.4729,0.3838,0.7154,0.6961,0.5423,0.3463,0.4784,0.3854,0.5381,0.6529,0.6120,0.4506,0.4855,0.4250,0.5136,0.7222,0.6417,0.4517,0.6225,0.5165,0.5648,0.6626,0.6124,0.2535,0.4331,0.4028,0.4996,0.7667,0.8383,0.4734,0.4664,0.5496,0.7115,0.6480,0.2963,0.3989,0.4178,0.4876,0.7364,0.6900,0.6389,0.6012,0.6669,0.6509,0.7260,0.5118,0.6580,0.4951,0.6626,0.7635,0.7188,0.4217,0.7013,0.5554,0.6884,0.7544,0.7737,0.5956,0.7296,0.5524,0.6599,0.5429,0.5521,0.3425,0.4586,0.3323,0.4106,0.3949,0.3893,0.2277,0.6382,0.3687,0.3811,0.4830,0.5732,0.4738,0.6335,0.3287,0.2424,0.9582,0.7418,0.9167,11.251,0.6580,0.8181,0.6608,0.5711,0.4529,0.4885,0.5947,0.5437,0.8001,0.8369,0.3956,0.4636,0.6779,0.7036,0.9825,0.8531,0.3419,0.4123,0.6544,0.8408,11.595,0.9963,0.3711,0.5171,0.8563,0.9292,0.8188,10.568,14.855,11.200,11.302,13.653,0.9871,10.255,0.8180,0.8839,0.7321,0.8627,0.8828,0.6110,0.7964,0.3086,0.4288,0.7918,0.5419,0.6170,0.4783,0.4950,0.6169,0.5936,0.4809,0.5912,0.4723,0.4715,0.5727,0.6814,0.4133,0.5829,0.6663,0.5423,0.6348,0.7606,0.6934,0.7996,0.6663,0.4535,0.8158,0.9607,0.5714,0.6255,0.5926,0.5278,0.6683,0.7288,-0.6277,-12.535,-10.097,0.7193,0.6877,0.7379,0.7532,10.508,0.5107,0.6513,0.7619,0.8970,0.7331,0.5394,0.4488,0.6068,0.0348,0.4900,0.5365
TAC1,0.3189,0.1968,0.1965,0.1929,0.3049,0.2709,0.0365,0.2475,0.3657,0.2232,0.2193,0.2506,0.1910,0.0898,0.2459,0.3488,0.1671,0.2473,0.0983,0.2256,0.2243,0.2546,0.3259,0.2816,-0.0473,0.0656,0.1642,0.1127,0.2708,0.2874,0.0458,0.1961,0.3845,0.2559,0.3005,0.3366,0.2225,0.1401,0.2111,0.2547,0.2271,0.4763,0.1849,0.3553,0.1890,0.3341,0.4051,0.2841,0.1479,0.3240,0.3286,0.2834,0.3178,0.2931,0.3019,0.2878,0.2661,0.3122,0.2621,0.2853,0.2905,0.3181,0.2455,0.3303,0.2716,0.2515,0.3630,0.2301,0.3977,0.4581,0.4182,0.4808,0.4100,0.3953,0.8145,10.400,0.8315,0.7789,0.7063,0.7355,0.5375,0.4311,0.3719,0.7545,0.4144,0.5073,0.9265,0.9347,0.6332,0.8550,0.4744,0.3163,19.566,12.569,18.782,16.939,11.007,14.720,0.7271,0.8635,0.4096,0.4365,0.7634,0.6676,0.5265,0.5560,0.5896,0.2640,0.1500,0.5020,0.4878,0.5122,-0.3317,0.1904,-0.0173,0.2220,11.752,0.4434,0.1903,0.2874,0.3736,0.5063,0.2518,0.9209,-0.2815,-0.7397,-0.5978,-0.4339,0.7750,0.7894,0.7213,0.5406,0.6126,0.3626,0.4296,0.2134,0.3203,0.2282,-0.0700,0.0961,19.202,18.757,19.100,17.102,17.148,18.722,17.621,15.666,16.619,17.001,15.164,15.381,20.158,16.080,21.063,19.023,19.235,20.548,12.634,16.977,15.096,13.276,12.861,11.463,17.776,16.756,20.146,16.690,17.023,17.215,-0.1530,0.8507,-17.384,17.119,17.098,17.183,16.780,10.607,0.4869,0.7759,0.7753,0.7066,0.8924,16.103,16.126,17.503,12.806,14.848,16.794
TAC1,0.1441,0.2742,0.2770,0.2776,0.4377,0.3009,0.2353,0.3895,0.4950,0.3245,0.3406,0.2381,0.3100,0.2645,0.4269,0.6706,0.3778,0.2437,0.2616,0.3832,0.3332,0.4457,0.3371,0.2937,0.2514,0.2661,0.2882,0.3088,0.3668,0.3280,0.1293,0.4037,0.4190,0.4607,0.4140,0.3751,0.2724,0.2293,0.3071,0.4126,0.3787,0.4526,0.2082,0.4058,0.2897,0.4609,0.4144,0.3716,0.2418,0.4164,0.4902,0.4365,0.3507,0.4129,0.3784,0.5002,0.3490,0.3137,0.2290,0.3708,0.3852,0.4488,0.3984,0.4197,0.3613,0.3095,0.5294,0.4778,0.5181,0.4971,0.5657,0.6237,0.4949,0.6133,0.7516,10.292,0.5341,0.7200,0.6539,0.5130,0.1239,0.4281,0.2061,0.6487,0.3400,0.3333,0.3366,0.8242,0.4832,0.7361,0.3736,0.1016,14.223,11.706,17.579,15.393,0.9466,12.243,0.4506,0.7758,0.2370,0.3809,0.7863,0.4958,-0.0362,0.6781,0.2277,0.1691,0.0932,0.4201,-0.1650,0.5390,-0.3342,-0.6422,0.0258,0.1856,0.4682,0.5118,-0.1027,-0.0513,0.4566,0.3212,-0.1311,0.7860,-0.1927,-0.8566,-0.7228,-0.6261,0.5071,0.8264,0.3287,0.4504,0.3909,0.2278,-0.0135,0.2415,0.3141,-0.0322,0.0759,0.0658,19.750,18.092,20.609,16.979,17.823,18.219,19.660,15.327,18.436,16.783,16.210,16.697,17.725,16.055,21.087,18.284,18.128,19.360,17.159,16.674,16.990,10.888,12.945,13.191,17.831,16.124,20.232,15.897,16.991,17.051,-0.0412,0.6841,-15.306,19.475,16.166,15.002,15.965,10.377,0.3919,0.7420,0.7640,0.5295,0.6528,18.721,15.307,15.796,12.950,13.009,13.789
TAC1,0.3571,0.2150,0.2145,0.2711,0.3681,0.2271,0.1476,0.2395,0.4452,0.2341,0.3038,0.2084,0.2818,0.0872,0.3170,0.4643,0.2448,0.2419,0.1648,0.2945,0.2587,0.3379,0.3810,0.2858,0.1214,0.0958,0.2174,0.1603,0.3180,0.2922,0.0752,0.2529,0.3851,0.2950,0.3638,0.3194,0.2017,0.1666,0.2494,0.2770,0.3028,0.5440,0.0938,0.3711,0.2132,0.3764,0.3797,0.3014,0.1737,0.3582,0.3579,0.3400,0.3461,0.2670,0.3006,0.3977,0.2898,0.2549,0.2498,0.2604,0.2953,0.3496,0.3370,0.3363,0.3379,0.2446,0.4245,0.2918,0.4759,0.3969,0.4604,0.5195,0.4246,0.4710,0.8244,11.573,0.9262,0.8523,0.5971,0.7154,0.4435,0.4580,0.1364,0.7431,0.3827,0.4908,0.8187,0.8969,-0.0031,0.8952,0.4541,0.2864,18.172,12.673,12.954,17.165,10.441,13.734,0.7025,0.7995,0.3543,0.3516,0.7114,0.6276,0.3473,0.5021,0.4155,0.2817,0.1535,0.4497,0.3896,0.5876,-12.110,0.1754,-0.0885,0.1395,0.6544,0.5251,0.0248,0.1150,0.4371,0.5040,0.2393,10.761,-0.5471,-0.6320,-0.5135,-0.5152,0.7188,0.9128,0.5824,0.4073,0.6101,0.3697,0.2314,0.0956,-0.1060,0.1068,-0.0004,-0.0638,18.901,19.214,18.771,16.532,17.133,18.601,17.685,15.804,19.077,16.157,15.398,15.417,20.604,17.979,21.069,19.151,19.074,20.173,13.457,16.812,17.245,13.934,13.232,12.472,16.974,16.890,18.659,15.061,16.725,16.595,-0.1848,11.726,-14.350,17.316,18.251,17.339,16.356,10.532,0.5633,0.6985,0.7223,0.7056,0.8187,16.444,15.293,20.013,14.108,15.207,17.258
TAC1,0.4417,0.2978,0.2359,0.2651,0.4362,0.2620,0.1337,0.3636,0.5007,0.2869,0.3353,0.2527,0.3400,0.2053,0.4028,0.5713,0.3346,0.2211,0.1895,0.3817,0.3349,0.3762,0.4123,0.3015,0.1974,0.1950,0.2518,0.2243,0.3630,0.2857,0.1448,0.4147,0.4588,0.4050,0.3604,0.3305,0.2923,0.2182,0.2833,0.3902,0.3590,0.4089,0.2891,0.4541,0.2952,0.4103,0.4036,0.3661,0.2601,0.4274,0.4599,0.4114,0.3618,0.5074,0.2781,0.5091,0.2777,0.3062,0.2676,0.4227,0.3852,0.4135,0.3651,0.3409,0.3359,0.3681,0.5076,0.3952,0.4474,0.4818,0.4738,0.6514,0.4766,0.5530,0.7362,11.078,0.7578,0.8136,0.6610,0.6620,0.3377,0.4856,0.1268,0.7340,0.3205,0.4105,0.6412,0.8970,0.1763,0.8038,0.3532,0.2395,16.113,12.061,13.547,15.578,0.9835,12.650,0.6289,0.8373,0.3691,0.4150,0.7597,0.5997,0.1429,0.5568,0.2776,0.1922,0.0934,0.5258,0.0872,0.4986,-0.1576,-0.1686,-0.0273,0.1352,0.8895,0.4843,-0.0001,0.1446,0.4112,0.3949,-0.0124,0.8888,-0.5201,-0.8494,-0.7311,-0.4876,0.4701,0.8038,0.4183,0.3363,0.3938,0.3307,0.2156,0.2318,0.1102,-0.0097,0.0705,0.0023,19.592,19.153,19.837,17.531,17.965,19.159,19.106,15.738,18.623,17.427,16.296,16.504,19.868,16.900,21.000,19.046,19.055,20.680,14.985,17.927,16.604,13.251,13.110,12.603,18.014,16.787,20.311,16.014,17.169,17.330,-0.0130,0.8713,-15.115,18.178,16.744,15.332,15.956,10.707,0.2762,0.7315,0.7675,0.6140,0.7305,16.064,14.255,17.044,12.640,13.804,14.326
TAC1,0.3223,0.2673,0.2400,0.3021,0.5946,0.2063,0.3366,0.4271,0.6030,0.3287,0.4187,0.1694,0.4141,0.2383,0.4964,0.6412,0.5291,0.2062,0.4440,0.4897,0.3655,0.4917,0.4519,0.2647,0.5233,0.2924,0.3499,0.3141,0.4599,0.3047,0.3073,0.4977,0.4499,0.4988,0.4989,0.3167,0.3735,0.2422,0.3504,0.4391,0.6351,0.4126,0.1650,0.5055,0.2456,0.5523,0.3473,0.5453,0.2520,0.4812,0.5257,0.5028,0.3340,0.5335,0.2696,0.5800,0.4173,0.2286,0.2782,0.4203,0.4457,0.4738,0.5095,0.3523,0.4809,0.3448,0.6014,0.5088,0.5984,0.4562,0.6306,0.7092,0.5193,0.6757,0.7674,11.046,0.3990,0.7884,0.6514,0.5355,0.1953,0.4804,0.0541,0.6718,0.3399,0.3165,0.3341,0.8542,0.1011,0.7866,0.3649,0.1335,11.408,11.799,0.9576,14.853,0.9690,12.251,0.3374,0.8101,0.0288,0.3771,0.7418,0.5099,-0.0951,0.6264,0.2398,0.2022,0.0247,0.4518,-0.2314,0.5577,-10.031,-0.3741,-0.0005,0.2189,-0.3510,0.5174,-0.2838,-0.0738,0.4889,0.3558,-0.1759,0.9017,-0.6786,-0.6811,-0.6718,-0.6355,0.0998,0.9222,0.1904,0.3744,0.3566,0.2776,-0.1476,0.0943,-0.0391,-0.1487,0.1085,-0.1621,20.306,18.825,20.992,17.514,18.365,18.661,21.163,15.191,22.394,16.823,17.247,16.531,19.181,17.270,20.538,18.496,18.570,19.488,18.734,16.077,19.854,11.129,13.726,13.758,18.403,16.224,19.730,15.133,17.059,16.663,0.1604,0.7562,-17.598,19.588,17.297,14.750,16.337,11.325,0.1879,0.6662,0.7426,0.5265,0.6795,18.561,14.586,15.317,13.647,13.238,12.785
TAC1,0.4923,0.3430,0.2695,0.3108,0.6017,0.3316,0.3075,0.3855,0.4652,0.4116,0.5014,0.3556,0.3433,0.2070,0.4142,0.5930,0.5355,0.3107,0.3411,0.3711,0.3135,0.4905,0.5255,0.4293,0.4266,0.2093,0.2575,0.2804,0.5082,0.3686,0.2182,0.3972,0.4206,0.4918,0.5072,0.4176,0.3441,0.2440,0.3330,0.4137,0.5614,0.4930,0.2020,0.4505,0.3370,0.5685,0.4695,0.4703,0.2364,0.4118,0.4778,0.6131,0.4428,0.4816,0.3622,0.5671,0.3687,0.4059,0.3100,0.3435,0.4151,0.4454,0.5605,0.4842,0.4068,0.4130,0.4946,0.4983,0.5562,0.5395,0.5531,0.6106,0.4783,0.5890,0.7768,10.294,0.5721,0.7824,0.6435,0.5723,0.2034,0.4080,0.0385,0.6513,0.2789,0.3492,0.3166,0.8286,0.2642,0.7353,0.3513,0.1507,13.392,11.495,12.082,15.197,0.9899,12.333,0.4416,0.7367,0.2692,0.4032,0.7287,0.4977,-0.2018,0.6580,0.2477,0.1975,0.0455,0.4336,-0.2195,0.4176,-0.6374,-0.3712,-0.0111,0.1686,-0.0735,0.4521,-0.2990,-0.0973,0.4008,0.3652,-0.0698,0.8431,-0.3347,-0.8027,-0.6222,-0.6031,0.3839,0.7901,0.3014,0.4180,0.3031,0.3002,-0.0460,0.0838,-0.0056,-0.0359,-0.0260,-0.0169,18.827,18.368,21.162,17.223,18.463,17.998,19.451,16.123,20.547,16.806,16.250,17.177,18.859,16.005,21.768,18.201,18.488,19.462,16.515,16.940,18.337,11.515,13.787,12.969,17.211,16.893,20.397,15.510,17.150,16.309,0.0992,0.6617,-14.550,18.385,16.118,14.788,15.913,11.348,0.2996,0.6712,0.8120,0.6234,0.7104,18.502,14.534,15.537,12.669,13.599,14.093
TAC1,0.2719,0.2879,0.2859,0.3063,0.5789,0.2099,0.2168,0.4496,0.5317,0.3039,0.4527,0.1905,0.2242,0.3100,0.5271,0.6736,0.4443,0.1930,0.3019,0.5121,0.3821,0.5254,0.4717,0.2931,0.4387,0.3452,0.3223,0.3181,0.3990,0.3006,0.2058,0.4862,0.4418,0.5285,0.5109,0.3612,0.2798,0.2394,0.3417,0.4822,0.5583,0.3724,0.3018,0.5045,0.2840,0.5383,0.3988,0.3898,0.2609,0.4567,0.5559,0.4515,0.3265,0.4860,0.3152,0.5034,0.4458,0.2676,0.3781,0.4344,0.4272,0.5001,0.5385,0.3781,0.4814,0.3385,0.5983,0.4938,0.6313,0.4761,0.6106,0.6968,0.5249,0.6827,0.8231,10.425,0.5533,0.8028,0.6563,0.5603,0.1790,0.4586,0.1579,0.6796,0.4208,0.3261,0.2128,0.8833,0.2878,0.7973,0.3897,0.2845,11.219,12.356,15.397,14.190,0.9756,11.823,0.3743,0.7947,0.1857,0.4170,0.8095,0.5876,-0.4100,0.6712,0.6414,0.1907,0.1528,0.4483,-0.1634,0.5643,-0.5289,-0.9940,0.0917,0.2181,-0.2819,0.5942,-0.3843,0.1312,0.4699,0.3714,-0.1184,0.7371,-0.3913,-0.9663,-0.6396,-0.4392,-0.0790,0.8551,0.1458,0.4291,0.3566,0.3277,-0.0954,0.1989,0.3339,-0.1848,0.1328,0.0629,20.095,18.832,19.782,16.611,17.259,17.828,20.624,15.052,19.197,15.962,16.467,16.268,17.837,16.757,20.601,18.160,17.636,18.499,18.691,17.553,17.744,10.727,12.883,13.725,18.086,16.287,18.303,14.830,16.406,16.075,0.1653,0.7895,-16.451,20.041,16.627,13.414,16.264,10.731,0.3538,0.6548,0.7482,0.5501,0.6505,18.522,14.931,15.381,12.879,12.635,13.748
TAC1,0.3679,0.2026,0.3169,0.2785,0.4925,0.1945,0.1783,0.3940,0.5516,0.3118,0.3058,0.1927,0.1991,0.2571,0.5158,0.7176,0.3490,0.1586,0.2240,0.4651,0.3936,0.4919,0.3927,0.2375,0.3274,0.2962,0.3290,0.3351,0.3822,0.2958,0.1498,0.4314,0.4306,0.4919,0.4222,0.3282,0.2792,0.1749,0.3428,0.4478,0.4451,0.3728,0.1967,0.4699,0.2824,0.4647,0.3785,0.3503,0.2165,0.4666,0.5448,0.4709,0.2892,0.4201,0.3485,0.5209,0.3180,0.2115,0.2900,0.4175,0.4102,0.4916,0.4537,0.3567,0.3640,0.3295,0.5758,0.4872,0.5213,0.4675,0.5869,0.6374,0.5353,0.6802,0.7022,11.138,0.4683,0.7789,0.6431,0.5400,0.1176,0.5092,0.1869,0.6754,0.3835,0.3131,0.2059,0.9395,0.4486,0.7726,0.3583,0.1456,12.782,12.262,15.810,14.810,0.9570,12.022,0.4251,0.8324,0.0873,0.3500,0.8239,0.4946,-0.0313,0.6981,0.2463,0.2729,0.0153,0.4603,0.0863,0.5237,-0.5777,-0.5612,0.0786,0.2385,0.5090,0.5548,0.0062,0.0607,0.4895,0.3300,-0.2725,0.8652,-0.2156,-10.326,-0.6696,-0.5417,0.3876,0.8649,0.2423,0.4129,0.3541,0.2805,0.0655,0.3102,0.2416,-0.1256,0.1205,0.0321,19.359,18.103,20.965,16.921,17.515,18.203,19.753,14.697,19.172,16.461,16.700,16.301,16.814,16.084,20.630,18.190,18.054,19.223,17.633,17.710,17.141,11.455,12.666,13.912,18.011,15.592,20.271,15.751,16.450,16.347,-0.0453,0.7705,-19.224,19.488,15.785,14.604,15.833,10.045,0.3741,0.6926,0.7142,0.5244,0.6570,17.137,14.839,16.755,12.725,12.953,12.744
TAC1,0.2138,0.3841,0.2210,0.3205,0.3722,0.3433,0.2341,0.3997,0.3726,0.4147,0.2473,0.4569,0.3087,0.2550,0.2288,0.6096,0.2736,0.3724,0.2009,0.3396,0.1834,0.3779,0.3068,0.4691,0.1372,0.2858,0.2011,0.2339,0.3360,0.3953,0.1160,0.3749,0.4044,0.3512,0.3528,0.4422,0.2529,0.3509,0.2344,0.3580,0.2627,0.4284,0.2973,0.3055,0.3220,0.3991,0.5125,0.3750,0.2975,0.3042,0.4200,0.3761,0.4322,0.4595,0.4471,0.4490,0.2660,0.4708,0.3908,0.3737,0.3198,0.4089,0.3924,0.4389,0.3189,0.4665,0.3129,0.3545,0.3924,0.6011,0.4680,0.6125,0.4221,0.4542,0.6871,0.8854,0.6261,0.6199,0.6621,0.5318,0.1745,0.3076,0.3557,0.5911,0.3125,0.3606,0.4406,0.7496,0.6185,0.6725,0.4418,0.1181,16.442,11.194,18.601,15.021,10.195,12.023,0.6205,0.6842,0.3591,0.4288,0.7987,0.5156,0.1611,0.6427,0.3554,0.0657,0.1686,0.4853,0.1215,0.4902,-0.1683,-0.5854,0.1133,0.2073,0.3612,0.3347,-0.0407,-0.1430,0.3697,0.4051,0.2417,0.7406,-0.0614,-0.8686,-0.4748,-0.4081,0.7970,0.6357,0.5769,0.3010,0.4120,0.3082,0.3758,0.2705,0.7409,-0.0510,0.0847,0.2473,17.242,18.051,18.547,17.282,16.939,16.606,16.934,15.926,16.465,16.720,14.136,15.656,18.003,14.042,20.341,17.669,18.006,18.220,14.023,18.504,14.859,10.344,12.812,11.737,15.882,16.729,20.724,16.527,16.888,16.113,-0.0461,0.6251,-16.926,17.674,14.584,13.143,14.905,10.703,0.4451,0.5499,0.8364,0.5106,0.7320,18.670,16.807,17.389,12.032,13.343,13.793
TAC1,0.0468,0.2348,0.2357,0.2902,0.2441,0.2954,0.1490,0.2730,0.3914,0.3425,0.1676,0.3310,0.1768,0.2180,0.3333,0.7007,0.1908,0.2982,0.1624,0.3101,0.2385,0.3721,0.1376,0.3809,0.2105,0.2130,0.2473,0.2995,0.2321,0.3758,0.0727,0.3081,0.3656,0.3928,0.2364,0.3964,0.1887,0.2270,0.2567,0.3439,0.1575,0.4541,0.1524,0.3117,0.2845,0.2877,0.4398,0.2545,0.1965,0.3161,0.4243,0.2747,0.3836,0.2673,0.3759,0.4473,0.1235,0.3711,0.2005,0.2798,0.3157,0.4200,0.2748,0.3990,0.1943,0.2899,0.4054,0.4720,0.3446,0.5492,0.4710,0.4940,0.4279,0.5316,0.7937,10.129,0.7355,0.6901,0.6507,0.5520,0.1974,0.4157,0.4940,0.6374,0.3736,0.3584,0.7048,0.8336,0.7722,0.7307,0.4319,0.1974,19.040,12.096,19.932,16.462,10.489,12.306,0.6991,0.7396,0.3893,0.3981,0.8296,0.5022,0.3759,0.6997,0.2956,0.1487,0.1260,0.3994,0.5126,0.5164,0.1225,-0.2721,0.1487,0.2739,0.9038,0.4708,0.2055,0.1405,0.5669,0.3976,0.1549,0.7650,-0.0316,-0.6945,-0.6310,-0.5214,0.7632,0.7846,0.4286,0.4778,0.3708,0.2555,0.4257,0.2058,0.7337,0.0240,0.1243,0.2491,18.253,18.367,18.332,17.186,17.611,16.850,17.799,16.078,15.505,16.086,15.181,15.636,17.840,15.534,18.813,17.932,18.226,18.438,14.120,17.690,13.820,10.256,12.359,12.486,17.003,16.616,19.643,16.856,17.035,16.290,-0.2550,0.7285,-13.385,17.272,14.541,14.553,15.724,0.9523,0.5769,0.5410,0.7513,0.5586,0.6447,16.678,16.860,17.993,12.818,13.733,14.728
TAC1,-0.0123,0.2359,0.2607,0.2792,0.2077,0.2553,0.1276,0.3240,0.4182,0.3105,0.1009,0.2584,0.1365,0.2426,0.3356,0.6834,0.1443,0.2409,0.1497,0.3149,0.2877,0.4034,0.1107,0.3046,0.2388,0.2474,0.2565,0.2843,0.1445,0.3280,0.0671,0.3160,0.3633,0.3947,0.1917,0.3488,0.1919,0.2243,0.2801,0.3508,0.1581,0.3865,0.2185,0.3518,0.2897,0.2578,0.3827,0.2447,0.2235,0.3374,0.4382,0.2463,0.3312,0.2913,0.4040,0.4772,0.1515,0.3267,0.1899,0.3322,0.3611,0.4176,0.2509,0.3785,0.2398,0.2831,0.4176,0.4409,0.3419,0.5081,0.4802,0.5311,0.4552,0.5356,0.8145,10.010,0.7483,0.6893,0.6745,0.5402,0.2590,0.4326,0.4859,0.6320,0.3935,0.3763,0.7076,0.8549,0.7402,0.7434,0.4496,0.2324,19.604,12.036,20.041,15.906,10.454,12.456,0.6825,0.7606,0.3693,0.4077,0.8105,0.5175,0.4271,0.7180,0.4147,0.1570,0.1623,0.4166,0.3492,0.5620,-0.0706,-0.3736,0.1698,0.2629,10.693,0.5141,0.2922,0.1401,0.5580,0.3965,0.1310,0.7635,-0.0615,-0.6747,-0.5163,-0.4977,0.7311,0.8208,0.4644,0.4768,0.4534,0.3178,0.4840,0.2407,0.8240,-0.0174,0.0298,0.2173,18.383,17.899,18.275,16.880,16.968,16.834,17.912,15.127,15.949,16.305,14.627,15.465,17.802,15.350,18.025,17.832,17.683,18.474,14.403,17.419,14.110,10.723,12.351,12.439,17.080,15.831,19.806,16.562,16.446,16.269,-0.2006,0.7433,-14.682,17.068,14.798,14.309,15.549,0.9899,0.5163,0.6732,0.7114,0.5575,0.6650,16.875,15.703,17.843,12.344,13.256,14.370
